value,designator,barcode,,mean,0.028377573,,,,
0.028,U3_1,"	M0540064PI27407903D",,,,,,,
0.026,U3_1,"	M0540064PI27407902R",,,,,,,
0.0262,U3_1,"	M0540064PI274079044",,,,,,,
0.0268,U3_1,"	M0540064PI27407901S",,,,,,,
0.0272,U3_1,"	M0540064PI27407900A",,,,,,,
0.0282,U3_1,"	M0540064PI27407902Y",,,,,,,
0.0292,U3_1,"	M0540064PI27407900F",,,,,,,
0.0279,U3_1,"	M0540064PI27407901E",,,,,,,
0.0285,U3_1,"	M0540064PI27407901F",,,,,,,
0.0275,U3_1,"	M0540064PI27407900W",,,,,,,
0.0279,U3_1,"	M0540064PI27407900Y",,,,,,,
0.0267,U3_1,"	M0540064PI27407900D",,,,,,,
0.028,U3_1,"	M0540064PI27407901G",,,,,,,
0.0314,U3_1,"	M0540064PI27407900B",,,,,,,
0.0283,U3_1,"	M0540064PI27407900C",,,,,,,
0.0304,U3_1,"	M0540064PI274079001",,,,,,,
0.0274,U3_1,"	M0540064PI27407900Z",,,,,,,
0.0279,U3_1,"	M0540064PI274079013",,,,,,,
0.0274,U3_1,"	M0540064PI27407900H",,,,,,,
0.0255,U3_1,"	M0540064PI274079017",,,,,,,
0.0265,U3_1,"	M0540064PI274079012",,,,,,,
0.0265,U3_1,"	M0540064PI274079010",,,,,,,
0.027,U3_1,"	M0540064PI274079009",,,,,,,
0.028,U3_1,"	M0540064PI27407901K",,,,,,,
0.0274,U3_1,"	M0540064PI274079008",,,,,,,
0.0282,U3_1,"	M0540064PI274079007",,,,,,,
0.0293,U3_1,"	M0540064PI274079016",,,,,,,
0.0272,U3_1,"	M0540064PI274079003",,,,,,,
0.0279,U3_1,"	M0540064PI274079011",,,,,,,
0.0265,U3_1,"	M0540064PI27407900E",,,,,,,
0.028,U3_1,"	M0540064PI27407900N",,,,,,,
0.0263,U3_1,"	M0540064PI274079033",,,,,,,
0.0283,U3_1,"	M0540064PI27407902X",,,,,,,
