value,designator,barcode,,mean,0.164993062,,,,
0.147,UD8_1,"	M0540064PI27407904B",,,,,,,
0.1653,UD8_1,"	M0540064PI27407903P",,,,,,,
0.1619,UD8_1,"	M0540064PI27407902E",,,,,,,
0.1652,UD8_1,"	M0540064PI27407902C",,,,,,,
0.1581,UD8_1,"	M0540064PI27407902D",,,,,,,
0.1675,UD8_1,"	M0540064PI27407902A",,,,,,,
0.1496,UD8_1,"	M0540064PI27407904J",,,,,,,
0.1327,UD8_1,"	M0540064PI274079021",,,,,,,
0.1689,UD8_1,"	M0540064PI27407904K",,,,,,,
0.1521,UD8_1,"	M0540064PI27407904M",,,,,,,
0.1565,UD8_1,"	M0540064PI27407904N",,,,,,,
0.1461,UD8_1,"	M0540064PI27407904G",,,,,,,
0.164,UD8_1,"	M0540064PI27407904H",,,,,,,
0.1551,UD8_1,"	M0540064PI27407900J",,,,,,,
0.1635,UD8_1,"	M0540064PI27407901D",,,,,,,
0.1667,UD8_1,"	M0540064PI274079022",,,,,,,
0.1906,UD8_1,"	M0540064PI274079026",,,,,,,
0.1565,UD8_1,"	M0540064PI274079045",,,,,,,
0.1801,UD8_1,"	M0540064PI27407904C",,,,,,,
0.1738,UD8_1,"	M0540064PI27407904A",,,,,,,
0.1495,UD8_1,"	M0540064PI27407902K",,,,,,,
0.1642,UD8_1,"	M0540064PI27407902L",,,,,,,
0.1526,UD8_1,"	M0540064PI27407902J",,,,,,,
0.2022,UD8_1,"	M0540064PI27407902V",,,,,,,
0.1783,UD8_1,"	M0540064PI27407904F",,,,,,,
0.1811,UD8_1,"	M0540064PI274079048",,,,,,,
0.1517,UD8_1,"	M0540064PI274079042",,,,,,,
0.1813,UD8_1,"	M0540064PI274079040",,,,,,,
0.1728,UD8_1,"	M0540064PI274079047",,,,,,,
0.1838,UD8_1,"	M0540064PI274079043",,,,,,,
0.1583,UD8_1,"	M0540064PI27407903Y",,,,,,,
0.1481,UD8_1,"	M0540064PI274079046",,,,,,,
0.1591,UD8_1,"	M0540064PI27407903U",,,,,,,
0.1594,UD8_1,"	M0540064PI27407903R",,,,,,,
0.1573,UD8_1,"	M0540064PI27407901Z",,,,,,,
0.1486,UD8_1,"	M0540064PI27407903K",,,,,,,
0.1556,UD8_1,"	M0540064PI27407903C",,,,,,,
0.159,UD8_1,"	M0540064PI27407903F",,,,,,,
0.1581,UD8_1,"	M0540064PI27407903D",,,,,,,
0.1668,UD8_1,"	M0540064PI27407902R",,,,,,,
0.1982,UD8_1,"	M0540064PI274079044",,,,,,,
0.1631,UD8_1,"	M0540064PI27407901S",,,,,,,
0.1847,UD8_1,"	M0540064PI27407900A",,,,,,,
0.1592,UD8_1,"	M0540064PI27407902Y",,,,,,,
0.155,UD8_1,"	M0540064PI27407900F",,,,,,,
0.1453,UD8_1,"	M0540064PI27407901E",,,,,,,
0.1515,UD8_1,"	M0540064PI27407901F",,,,,,,
0.1662,UD8_1,"	M0540064PI27407900W",,,,,,,
0.1786,UD8_1,"	M0540064PI27407900Y",,,,,,,
0.1585,UD8_1,"	M0540064PI27407900D",,,,,,,
0.1436,UD8_1,"	M0540064PI27407901G",,,,,,,
0.1775,UD8_1,"	M0540064PI27407900B",,,,,,,
0.1663,UD8_1,"	M0540064PI27407900C",,,,,,,
0.1642,UD8_1,"	M0540064PI274079001",,,,,,,
0.1602,UD8_1,"	M0540064PI27407900Z",,,,,,,
0.1687,UD8_1,"	M0540064PI274079013",,,,,,,
0.1792,UD8_1,"	M0540064PI27407900H",,,,,,,
0.1607,UD8_1,"	M0540064PI274079017",,,,,,,
0.1918,UD8_1,"	M0540064PI274079012",,,,,,,
0.168,UD8_1,"	M0540064PI274079010",,,,,,,
0.1575,UD8_1,"	M0540064PI274079009",,,,,,,
0.1497,UD8_1,"	M0540064PI27407901K",,,,,,,
0.154,UD8_1,"	M0540064PI274079008",,,,,,,
0.1549,UD8_1,"	M0540064PI274079007",,,,,,,
0.1448,UD8_1,"	M0540064PI274079016",,,,,,,
0.1361,UD8_1,"	M0540064PI274079003",,,,,,,
0.1563,UD8_1,"	M0540064PI274079011",,,,,,,
0.1615,UD8_1,"	M0540064PI27407900E",,,,,,,
0.1561,UD8_1,"	M0540064PI27407900N",,,,,,,
0.1653,UD8_1,"	M0540064PI274079033",,,,,,,
0.1444,UD8_1,"	M0540064PI27407902X",,,,,,,
0.188,UD8_1,"	M0540064PI27407902U",,,,,,,
0.148,UD8_1,"	M0540064PI27407902N",,,,,,,
0.143,UD8_1,"	M0540064PI27407901X",,,,,,,
0.1493,UD8_1,"	M0540064PI27407901W",,,,,,,
0.1604,UD8_1,"	M0540064PI274079028",,,,,,,
0.1592,UD8_1,"	M0540064PI27407901V",,,,,,,
0.1349,UD8_1,"	M0540064PI274079019",,,,,,,
0.1877,UD8_1,"	M0540064PI27407901M",,,,,,,
0.1306,UD8_1,"	M0540064PI27407901P",,,,,,,
0.1714,UD8_1,"	M0540064PI27407901U",,,,,,,
0.1602,UD8_1,"	M0540064PI274079020",,,,,,,
0.1585,UD8_1,"	M0540064PI27407900S",,,,,,,
0.1704,UD8_1,"	M0540064PI27407900V",,,,,,,
0.1431,UD8_1,"	M0540064PI27407901L",,,,,,,
0.1795,UD8_1,"	M0540064PI274079023",,,,,,,
0.1511,UD8_1,"	M0540064PI27407901N",,,,,,,
0.1529,UD8_1,"	M0540064PI27407901J",,,,,,,
0.1557,UD8_1,"	M0540064PI27407901R",,,,,,,
0.1471,UD8_1,"	M0540064PI27407902T",,,,,,,
0.1603,UD8_1,"	M0540064PI274079025",,,,,,,
0.1427,UD8_1,"	M0540064PI27407902S",,,,,,,
0.1627,UD8_1,"	M0540064PI27407902M",,,,,,,
0.1401,UD8_1,"	M0540064PI27407904D",,,,,,,
0.1653,UD8_1,"	M0540064PI27407903Z",,,,,,,
0.1596,UD8_1,"	M0540064PI274079029",,,,,,,
0.1445,UD8_1,"	M0540064PI27407901C",,,,,,,
0.1671,UD8_1,"	M0540064PI274079036",,,,,,,
0.1598,UD8_1,"	M0540064PI274079049",,,,,,,
0.153,UD8_1,"	M0540064PI27407904E",,,,,,,
0.1388,UD8_1,"	M0540064PI27407904B",,,,,,,
0.1667,UD8_1,"	M0540064PI27407903P",,,,,,,
0.1636,UD8_1,"	M0540064PI27407902E",,,,,,,
0.1588,UD8_1,"	M0540064PI27407902C",,,,,,,
0.1561,UD8_1,"	M0540064PI27407902D",,,,,,,
0.1696,UD8_1,"	M0540064PI27407902A",,,,,,,
0.1458,UD8_1,"	M0540064PI27407904J",,,,,,,
0.1315,UD8_1,"	M0540064PI274079021",,,,,,,
0.1797,UD8_1,"	M0540064PI27407904K",,,,,,,
0.1375,UD8_1,"	M0540064PI27407904M",,,,,,,
0.1523,UD8_1,"	M0540064PI27407904N",,,,,,,
0.1411,UD8_1,"	M0540064PI27407904G",,,,,,,
0.1685,UD8_1,"	M0540064PI27407904H",,,,,,,
0.1623,UD8_1,"	M0540064PI27407900J",,,,,,,
0.1621,UD8_1,"	M0540064PI27407901D",,,,,,,
0.1637,UD8_1,"	M0540064PI274079022",,,,,,,
0.1861,UD8_1,"	M0540064PI274079026",,,,,,,
0.154,UD8_1,"	M0540064PI274079045",,,,,,,
0.1808,UD8_1,"	M0540064PI27407904C",,,,,,,
0.232,UD8_1,"	M0540064PI27407904A",,,,,,,
0.1458,UD8_1,"	M0540064PI27407902K",,,,,,,
0.1723,UD8_1,"	M0540064PI27407902L",,,,,,,
0.1601,UD8_1,"	M0540064PI27407902J",,,,,,,
0.1785,UD8_1,"	M0540064PI27407902V",,,,,,,
0.1949,UD8_1,"	M0540064PI27407904F",,,,,,,
0.1756,UD8_1,"	M0540064PI274079048",,,,,,,
0.1426,UD8_1,"	M0540064PI274079042",,,,,,,
0.1652,UD8_1,"	M0540064PI274079040",,,,,,,
0.1649,UD8_1,"	M0540064PI274079047",,,,,,,
0.181,UD8_1,"	M0540064PI274079043",,,,,,,
0.1559,UD8_1,"	M0540064PI27407903Y",,,,,,,
0.1483,UD8_1,"	M0540064PI274079046",,,,,,,
0.1534,UD8_1,"	M0540064PI27407903U",,,,,,,
0.1644,UD8_1,"	M0540064PI27407903R",,,,,,,
0.1577,UD8_1,"	M0540064PI27407901Z",,,,,,,
0.1337,UD8_1,"	M0540064PI27407903K",,,,,,,
0.1554,UD8_1,"	M0540064PI27407903C",,,,,,,
0.1536,UD8_1,"	M0540064PI27407903F",,,,,,,
0.1313,UD8_1,"	M0540064PI27407903D",,,,,,,
0.1565,UD8_1,"	M0540064PI27407902R",,,,,,,
0.1981,UD8_1,"	M0540064PI274079044",,,,,,,
0.165,UD8_1,"	M0540064PI27407901S",,,,,,,
0.1779,UD8_1,"	M0540064PI27407900A",,,,,,,
0.1621,UD8_1,"	M0540064PI27407902Y",,,,,,,
0.157,UD8_1,"	M0540064PI27407900F",,,,,,,
0.147,UD8_1,"	M0540064PI27407901E",,,,,,,
0.1523,UD8_1,"	M0540064PI27407901F",,,,,,,
0.1602,UD8_1,"	M0540064PI27407900W",,,,,,,
0.1701,UD8_1,"	M0540064PI27407900Y",,,,,,,
0.1474,UD8_1,"	M0540064PI27407900D",,,,,,,
0.1484,UD8_1,"	M0540064PI27407901G",,,,,,,
0.1654,UD8_1,"	M0540064PI27407900B",,,,,,,
0.1641,UD8_1,"	M0540064PI27407900C",,,,,,,
0.1652,UD8_1,"	M0540064PI274079001",,,,,,,
0.1486,UD8_1,"	M0540064PI27407900Z",,,,,,,
0.179,UD8_1,"	M0540064PI274079013",,,,,,,
0.203,UD8_1,"	M0540064PI27407900H",,,,,,,
0.1622,UD8_1,"	M0540064PI274079017",,,,,,,
0.1795,UD8_1,"	M0540064PI274079012",,,,,,,
0.1661,UD8_1,"	M0540064PI274079010",,,,,,,
0.1541,UD8_1,"	M0540064PI274079009",,,,,,,
0.1437,UD8_1,"	M0540064PI27407901K",,,,,,,
0.1555,UD8_1,"	M0540064PI274079008",,,,,,,
0.147,UD8_1,"	M0540064PI274079007",,,,,,,
0.1494,UD8_1,"	M0540064PI274079016",,,,,,,
0.138,UD8_1,"	M0540064PI274079003",,,,,,,
0.1521,UD8_1,"	M0540064PI274079011",,,,,,,
0.1643,UD8_1,"	M0540064PI27407900E",,,,,,,
0.1868,UD8_1,"	M0540064PI27407900N",,,,,,,
0.163,UD8_1,"	M0540064PI274079033",,,,,,,
0.1383,UD8_1,"	M0540064PI27407902X",,,,,,,
0.1851,UD8_1,"	M0540064PI27407902U",,,,,,,
0.1406,UD8_1,"	M0540064PI27407902N",,,,,,,
0.1447,UD8_1,"	M0540064PI27407901X",,,,,,,
0.1495,UD8_1,"	M0540064PI27407901W",,,,,,,
0.1887,UD8_1,"	M0540064PI274079028",,,,,,,
0.1603,UD8_1,"	M0540064PI27407901V",,,,,,,
0.1374,UD8_1,"	M0540064PI274079019",,,,,,,
0.1845,UD8_1,"	M0540064PI27407901M",,,,,,,
0.1396,UD8_1,"	M0540064PI27407901P",,,,,,,
0.1745,UD8_1,"	M0540064PI27407901U",,,,,,,
0.1619,UD8_1,"	M0540064PI274079020",,,,,,,
0.1563,UD8_1,"	M0540064PI27407900S",,,,,,,
0.1865,UD8_1,"	M0540064PI27407900V",,,,,,,
0.1505,UD8_1,"	M0540064PI27407901L",,,,,,,
0.1744,UD8_1,"	M0540064PI274079023",,,,,,,
0.1593,UD8_1,"	M0540064PI27407901N",,,,,,,
0.1536,UD8_1,"	M0540064PI27407901J",,,,,,,
0.1651,UD8_1,"	M0540064PI27407901R",,,,,,,
0.1695,UD8_1,"	M0540064PI27407902T",,,,,,,
0.1732,UD8_1,"	M0540064PI274079025",,,,,,,
0.1502,UD8_1,"	M0540064PI27407902S",,,,,,,
0.1715,UD8_1,"	M0540064PI27407902M",,,,,,,
0.1508,UD8_1,"	M0540064PI27407904D",,,,,,,
0.1713,UD8_1,"	M0540064PI27407903Z",,,,,,,
0.1541,UD8_1,"	M0540064PI274079029",,,,,,,
0.1492,UD8_1,"	M0540064PI27407901C",,,,,,,
0.1616,UD8_1,"	M0540064PI274079036",,,,,,,
0.1551,UD8_1,"	M0540064PI274079049",,,,,,,
0.1485,UD8_1,"	M0540064PI27407904E",,,,,,,
0.136,UD8_1,"	M0540064PI27407904B",,,,,,,
0.16,UD8_1,"	M0540064PI27407903P",,,,,,,
0.1621,UD8_1,"	M0540064PI27407902E",,,,,,,
0.1668,UD8_1,"	M0540064PI27407902C",,,,,,,
0.1769,UD8_1,"	M0540064PI27407902D",,,,,,,
0.1625,UD8_1,"	M0540064PI27407902A",,,,,,,
0.1531,UD8_1,"	M0540064PI27407904J",,,,,,,
0.1352,UD8_1,"	M0540064PI274079021",,,,,,,
0.1758,UD8_1,"	M0540064PI27407904K",,,,,,,
0.1494,UD8_1,"	M0540064PI27407904M",,,,,,,
0.1453,UD8_1,"	M0540064PI27407904N",,,,,,,
0.1428,UD8_1,"	M0540064PI27407904G",,,,,,,
0.1705,UD8_1,"	M0540064PI27407904H",,,,,,,
0.1586,UD8_1,"	M0540064PI27407900J",,,,,,,
0.1695,UD8_1,"	M0540064PI27407901D",,,,,,,
0.1707,UD8_1,"	M0540064PI274079022",,,,,,,
0.1798,UD8_1,"	M0540064PI274079026",,,,,,,
0.1547,UD8_1,"	M0540064PI274079045",,,,,,,
0.1693,UD8_1,"	M0540064PI27407904C",,,,,,,
0.1948,UD8_1,"	M0540064PI27407904A",,,,,,,
0.147,UD8_1,"	M0540064PI27407902K",,,,,,,
0.1655,UD8_1,"	M0540064PI27407902L",,,,,,,
0.1492,UD8_1,"	M0540064PI27407902J",,,,,,,
0.1769,UD8_1,"	M0540064PI27407902V",,,,,,,
0.1754,UD8_1,"	M0540064PI27407904F",,,,,,,
0.188,UD8_1,"	M0540064PI274079048",,,,,,,
0.145,UD8_1,"	M0540064PI274079042",,,,,,,
0.1631,UD8_1,"	M0540064PI274079040",,,,,,,
0.1652,UD8_1,"	M0540064PI274079047",,,,,,,
0.1722,UD8_1,"	M0540064PI274079043",,,,,,,
0.1474,UD8_1,"	M0540064PI27407903Y",,,,,,,
0.1706,UD8_1,"	M0540064PI274079046",,,,,,,
0.1543,UD8_1,"	M0540064PI27407903U",,,,,,,
0.1482,UD8_1,"	M0540064PI27407903R",,,,,,,
0.1536,UD8_1,"	M0540064PI27407901Z",,,,,,,
0.1358,UD8_1,"	M0540064PI27407903K",,,,,,,
0.1544,UD8_1,"	M0540064PI27407903C",,,,,,,
0.1458,UD8_1,"	M0540064PI27407903F",,,,,,,
0.1312,UD8_1,"	M0540064PI27407903D",,,,,,,
0.1608,UD8_1,"	M0540064PI27407902R",,,,,,,
0.2103,UD8_1,"	M0540064PI274079044",,,,,,,
0.1727,UD8_1,"	M0540064PI27407901S",,,,,,,
0.1842,UD8_1,"	M0540064PI27407900A",,,,,,,
0.1645,UD8_1,"	M0540064PI27407902Y",,,,,,,
0.1568,UD8_1,"	M0540064PI27407900F",,,,,,,
0.1497,UD8_1,"	M0540064PI27407901E",,,,,,,
0.1582,UD8_1,"	M0540064PI27407901F",,,,,,,
0.1871,UD8_1,"	M0540064PI27407900W",,,,,,,
0.1636,UD8_1,"	M0540064PI27407900Y",,,,,,,
0.1563,UD8_1,"	M0540064PI27407900D",,,,,,,
0.1577,UD8_1,"	M0540064PI27407901G",,,,,,,
0.161,UD8_1,"	M0540064PI27407900B",,,,,,,
0.1612,UD8_1,"	M0540064PI27407900C",,,,,,,
0.1459,UD8_1,"	M0540064PI274079001",,,,,,,
0.1594,UD8_1,"	M0540064PI27407900Z",,,,,,,
0.1591,UD8_1,"	M0540064PI274079013",,,,,,,
0.1868,UD8_1,"	M0540064PI27407900H",,,,,,,
0.1645,UD8_1,"	M0540064PI274079017",,,,,,,
0.1539,UD8_1,"	M0540064PI274079012",,,,,,,
0.1644,UD8_1,"	M0540064PI274079010",,,,,,,
0.1584,UD8_1,"	M0540064PI274079009",,,,,,,
0.1551,UD8_1,"	M0540064PI27407901K",,,,,,,
0.1547,UD8_1,"	M0540064PI274079008",,,,,,,
0.1546,UD8_1,"	M0540064PI274079007",,,,,,,
0.16,UD8_1,"	M0540064PI274079016",,,,,,,
0.143,UD8_1,"	M0540064PI274079003",,,,,,,
0.1599,UD8_1,"	M0540064PI274079011",,,,,,,
0.1643,UD8_1,"	M0540064PI27407900E",,,,,,,
0.1597,UD8_1,"	M0540064PI27407900N",,,,,,,
0.1749,UD8_1,"	M0540064PI274079033",,,,,,,
0.1524,UD8_1,"	M0540064PI27407902X",,,,,,,
0.1705,UD8_1,"	M0540064PI27407902U",,,,,,,
0.148,UD8_1,"	M0540064PI27407902N",,,,,,,
0.139,UD8_1,"	M0540064PI27407901X",,,,,,,
0.152,UD8_1,"	M0540064PI27407901W",,,,,,,
0.1659,UD8_1,"	M0540064PI274079028",,,,,,,
0.1592,UD8_1,"	M0540064PI27407901V",,,,,,,
0.152,UD8_1,"	M0540064PI274079019",,,,,,,
0.1874,UD8_1,"	M0540064PI27407901M",,,,,,,
0.1354,UD8_1,"	M0540064PI27407901P",,,,,,,
0.1733,UD8_1,"	M0540064PI27407901U",,,,,,,
0.1686,UD8_1,"	M0540064PI274079020",,,,,,,
0.1551,UD8_1,"	M0540064PI27407900S",,,,,,,
0.1847,UD8_1,"	M0540064PI27407900V",,,,,,,
0.1559,UD8_1,"	M0540064PI27407901L",,,,,,,
0.1954,UD8_1,"	M0540064PI274079023",,,,,,,
0.1524,UD8_1,"	M0540064PI27407901N",,,,,,,
0.1536,UD8_1,"	M0540064PI27407901J",,,,,,,
0.1821,UD8_1,"	M0540064PI27407901R",,,,,,,
0.1836,UD8_1,"	M0540064PI27407902T",,,,,,,
0.1654,UD8_1,"	M0540064PI274079025",,,,,,,
0.1519,UD8_1,"	M0540064PI27407902S",,,,,,,
0.146,UD8_1,"	M0540064PI27407902M",,,,,,,
0.151,UD8_1,"	M0540064PI27407904D",,,,,,,
0.1768,UD8_1,"	M0540064PI27407903Z",,,,,,,
0.1664,UD8_1,"	M0540064PI274079029",,,,,,,
0.143,UD8_1,"	M0540064PI27407901C",,,,,,,
0.165,UD8_1,"	M0540064PI274079036",,,,,,,
0.1632,UD8_1,"	M0540064PI274079049",,,,,,,
0.1534,UD8_1,"	M0540064PI27407904E",,,,,,,
0.15,UD8_1,"	M0540064PI27407904B",,,,,,,
0.1645,UD8_1,"	M0540064PI27407903P",,,,,,,
0.1608,UD8_1,"	M0540064PI27407902E",,,,,,,
0.1665,UD8_1,"	M0540064PI27407902C",,,,,,,
0.1645,UD8_1,"	M0540064PI27407902D",,,,,,,
0.1647,UD8_1,"	M0540064PI27407902A",,,,,,,
0.1543,UD8_1,"	M0540064PI27407904J",,,,,,,
0.1243,UD8_1,"	M0540064PI274079021",,,,,,,
0.1776,UD8_1,"	M0540064PI27407904K",,,,,,,
0.147,UD8_1,"	M0540064PI27407904M",,,,,,,
0.1586,UD8_1,"	M0540064PI27407904N",,,,,,,
0.1515,UD8_1,"	M0540064PI27407904G",,,,,,,
0.1625,UD8_1,"	M0540064PI27407904H",,,,,,,
0.1567,UD8_1,"	M0540064PI27407900J",,,,,,,
0.1638,UD8_1,"	M0540064PI27407901D",,,,,,,
0.1709,UD8_1,"	M0540064PI274079022",,,,,,,
0.1877,UD8_1,"	M0540064PI274079026",,,,,,,
0.1625,UD8_1,"	M0540064PI274079045",,,,,,,
0.1825,UD8_1,"	M0540064PI27407904C",,,,,,,
0.1913,UD8_1,"	M0540064PI27407904A",,,,,,,
0.1518,UD8_1,"	M0540064PI27407902K",,,,,,,
0.1647,UD8_1,"	M0540064PI27407902L",,,,,,,
0.1475,UD8_1,"	M0540064PI27407902J",,,,,,,
0.1853,UD8_1,"	M0540064PI27407902V",,,,,,,
0.1774,UD8_1,"	M0540064PI27407904F",,,,,,,
0.1583,UD8_1,"	M0540064PI274079048",,,,,,,
0.1505,UD8_1,"	M0540064PI274079042",,,,,,,
0.1616,UD8_1,"	M0540064PI274079040",,,,,,,
0.17,UD8_1,"	M0540064PI274079047",,,,,,,
0.1676,UD8_1,"	M0540064PI274079043",,,,,,,
0.1586,UD8_1,"	M0540064PI27407903Y",,,,,,,
0.1603,UD8_1,"	M0540064PI274079046",,,,,,,
0.1581,UD8_1,"	M0540064PI27407903U",,,,,,,
0.1704,UD8_1,"	M0540064PI27407903R",,,,,,,
0.1569,UD8_1,"	M0540064PI27407901Z",,,,,,,
0.1428,UD8_1,"	M0540064PI27407903K",,,,,,,
0.1589,UD8_1,"	M0540064PI27407903C",,,,,,,
0.1605,UD8_1,"	M0540064PI27407903F",,,,,,,
0.1405,UD8_1,"	M0540064PI27407903D",,,,,,,
0.1511,UD8_1,"	M0540064PI27407902R",,,,,,,
0.1815,UD8_1,"	M0540064PI274079044",,,,,,,
0.1715,UD8_1,"	M0540064PI27407901S",,,,,,,
0.1633,UD8_1,"	M0540064PI27407900A",,,,,,,
0.165,UD8_1,"	M0540064PI27407902Y",,,,,,,
0.1622,UD8_1,"	M0540064PI27407900F",,,,,,,
0.1533,UD8_1,"	M0540064PI27407901E",,,,,,,
0.1533,UD8_1,"	M0540064PI27407901F",,,,,,,
0.1668,UD8_1,"	M0540064PI27407900W",,,,,,,
0.1731,UD8_1,"	M0540064PI27407900Y",,,,,,,
0.1567,UD8_1,"	M0540064PI27407900D",,,,,,,
0.1507,UD8_1,"	M0540064PI27407901G",,,,,,,
0.1695,UD8_1,"	M0540064PI27407900B",,,,,,,
0.1596,UD8_1,"	M0540064PI27407900C",,,,,,,
0.1594,UD8_1,"	M0540064PI274079001",,,,,,,
0.1674,UD8_1,"	M0540064PI27407900Z",,,,,,,
0.1736,UD8_1,"	M0540064PI274079013",,,,,,,
0.1782,UD8_1,"	M0540064PI27407900H",,,,,,,
0.1671,UD8_1,"	M0540064PI274079017",,,,,,,
0.1668,UD8_1,"	M0540064PI274079012",,,,,,,
0.1605,UD8_1,"	M0540064PI274079010",,,,,,,
0.1635,UD8_1,"	M0540064PI274079009",,,,,,,
0.1545,UD8_1,"	M0540064PI27407901K",,,,,,,
0.152,UD8_1,"	M0540064PI274079008",,,,,,,
0.1549,UD8_1,"	M0540064PI274079007",,,,,,,
0.1526,UD8_1,"	M0540064PI274079016",,,,,,,
0.1492,UD8_1,"	M0540064PI274079003",,,,,,,
0.154,UD8_1,"	M0540064PI274079011",,,,,,,
0.1844,UD8_1,"	M0540064PI27407900E",,,,,,,
0.1901,UD8_1,"	M0540064PI27407900N",,,,,,,
0.1595,UD8_1,"	M0540064PI274079033",,,,,,,
0.148,UD8_1,"	M0540064PI27407902X",,,,,,,
0.1616,UD8_1,"	M0540064PI27407902U",,,,,,,
0.1553,UD8_1,"	M0540064PI27407902N",,,,,,,
0.1361,UD8_1,"	M0540064PI27407901X",,,,,,,
0.1579,UD8_1,"	M0540064PI27407901W",,,,,,,
0.1689,UD8_1,"	M0540064PI274079028",,,,,,,
0.1632,UD8_1,"	M0540064PI27407901V",,,,,,,
0.1292,UD8_1,"	M0540064PI274079019",,,,,,,
0.2031,UD8_1,"	M0540064PI27407901M",,,,,,,
0.1437,UD8_1,"	M0540064PI27407901P",,,,,,,
0.1794,UD8_1,"	M0540064PI27407901U",,,,,,,
0.169,UD8_1,"	M0540064PI274079020",,,,,,,
0.1791,UD8_1,"	M0540064PI27407900S",,,,,,,
0.1708,UD8_1,"	M0540064PI27407900V",,,,,,,
0.1577,UD8_1,"	M0540064PI27407901L",,,,,,,
0.181,UD8_1,"	M0540064PI274079023",,,,,,,
0.1612,UD8_1,"	M0540064PI27407901N",,,,,,,
0.1586,UD8_1,"	M0540064PI27407901J",,,,,,,
0.1694,UD8_1,"	M0540064PI27407901R",,,,,,,
0.16,UD8_1,"	M0540064PI27407902T",,,,,,,
0.1557,UD8_1,"	M0540064PI274079025",,,,,,,
0.1649,UD8_1,"	M0540064PI27407902S",,,,,,,
0.1417,UD8_1,"	M0540064PI27407902M",,,,,,,
0.1529,UD8_1,"	M0540064PI27407904D",,,,,,,
0.1748,UD8_1,"	M0540064PI27407903Z",,,,,,,
0.1719,UD8_1,"	M0540064PI274079029",,,,,,,
0.1383,UD8_1,"	M0540064PI27407901C",,,,,,,
0.1655,UD8_1,"	M0540064PI274079036",,,,,,,
0.1579,UD8_1,"	M0540064PI274079049",,,,,,,
0.1542,UD8_1,"	M0540064PI27407904E",,,,,,,
0.1513,UD8_1,"	M0540064PI27407904B",,,,,,,
0.1668,UD8_1,"	M0540064PI27407903P",,,,,,,
0.1803,UD8_1,"	M0540064PI27407902E",,,,,,,
0.1582,UD8_1,"	M0540064PI27407902C",,,,,,,
0.1569,UD8_1,"	M0540064PI27407902D",,,,,,,
0.168,UD8_1,"	M0540064PI27407902A",,,,,,,
0.1549,UD8_1,"	M0540064PI27407904J",,,,,,,
0.1337,UD8_1,"	M0540064PI274079021",,,,,,,
0.1779,UD8_1,"	M0540064PI27407904K",,,,,,,
0.1454,UD8_1,"	M0540064PI27407904M",,,,,,,
0.1641,UD8_1,"	M0540064PI27407904N",,,,,,,
0.1389,UD8_1,"	M0540064PI27407904G",,,,,,,
0.1644,UD8_1,"	M0540064PI27407904H",,,,,,,
0.1515,UD8_1,"	M0540064PI27407900J",,,,,,,
0.166,UD8_1,"	M0540064PI27407901D",,,,,,,
0.1687,UD8_1,"	M0540064PI274079022",,,,,,,
0.1847,UD8_1,"	M0540064PI274079026",,,,,,,
0.1628,UD8_1,"	M0540064PI274079045",,,,,,,
0.1767,UD8_1,"	M0540064PI27407904C",,,,,,,
0.2362,UD8_1,"	M0540064PI27407904A",,,,,,,
0.1547,UD8_1,"	M0540064PI27407902K",,,,,,,
0.1688,UD8_1,"	M0540064PI27407902L",,,,,,,
0.1557,UD8_1,"	M0540064PI27407902J",,,,,,,
0.2073,UD8_1,"	M0540064PI27407902V",,,,,,,
0.175,UD8_1,"	M0540064PI27407904F",,,,,,,
0.2023,UD8_1,"	M0540064PI274079048",,,,,,,
0.1495,UD8_1,"	M0540064PI274079042",,,,,,,
0.1557,UD8_1,"	M0540064PI274079040",,,,,,,
0.1706,UD8_1,"	M0540064PI274079047",,,,,,,
0.168,UD8_1,"	M0540064PI274079043",,,,,,,
0.1502,UD8_1,"	M0540064PI27407903Y",,,,,,,
0.1492,UD8_1,"	M0540064PI274079046",,,,,,,
0.1596,UD8_1,"	M0540064PI27407903U",,,,,,,
0.1728,UD8_1,"	M0540064PI27407903R",,,,,,,
0.154,UD8_1,"	M0540064PI27407901Z",,,,,,,
0.1502,UD8_1,"	M0540064PI27407903K",,,,,,,
0.1603,UD8_1,"	M0540064PI27407903C",,,,,,,
0.1499,UD8_1,"	M0540064PI27407903F",,,,,,,
0.1328,UD8_1,"	M0540064PI27407903D",,,,,,,
0.1703,UD8_1,"	M0540064PI27407902R",,,,,,,
0.2181,UD8_1,"	M0540064PI274079044",,,,,,,
0.1815,UD8_1,"	M0540064PI27407901S",,,,,,,
0.1703,UD8_1,"	M0540064PI27407900A",,,,,,,
0.1712,UD8_1,"	M0540064PI27407902Y",,,,,,,
0.1588,UD8_1,"	M0540064PI27407900F",,,,,,,
0.1375,UD8_1,"	M0540064PI27407901E",,,,,,,
0.1637,UD8_1,"	M0540064PI27407901F",,,,,,,
0.1569,UD8_1,"	M0540064PI27407900W",,,,,,,
0.1765,UD8_1,"	M0540064PI27407900Y",,,,,,,
0.1656,UD8_1,"	M0540064PI27407900D",,,,,,,
0.16,UD8_1,"	M0540064PI27407901G",,,,,,,
0.1801,UD8_1,"	M0540064PI27407900B",,,,,,,
0.1739,UD8_1,"	M0540064PI27407900C",,,,,,,
0.1745,UD8_1,"	M0540064PI274079001",,,,,,,
0.1719,UD8_1,"	M0540064PI27407900Z",,,,,,,
0.164,UD8_1,"	M0540064PI274079013",,,,,,,
