value,designator,barcode,,mean,0.180228396,,,,,0.2162
0.1855,UD8_1,"	M0540064PI27407900F",,,,,,,,0.2009
0.1776,UD8_1,"	M0540064PI27407901E",,,,,,,,0.2008
0.1895,UD8_1,"	M0540064PI27407901F",,,,,,,,0.2008
0.1827,UD8_1,"	M0540064PI27407900W",,,,,,,,0.2008
0.1715,UD8_1,"	M0540064PI27407900Y",,,,,,,,0.2008
0.1898,UD8_1,"	M0540064PI27407900D",,,,,,,,0.2008
0.197,UD8_1,"	M0540064PI27407901G",,,,,,,,0.2007
0.1902,UD8_1,"	M0540064PI27407900B",,,,,,,,0.2007
0.2058,UD8_1,"	M0540064PI27407900C",,,,,,,,0.2007
0.1811,UD8_1,"	M0540064PI274079001",,,,,,,,0.2007
0.1833,UD8_1,"	M0540064PI27407900Z",,,,,,,,0.2007
0.1593,UD8_1,"	M0540064PI274079013",,,,,,,,0.2007
0.165,UD8_1,"	M0540064PI27407900H",,,,,,,,0.2006
0.1891,UD8_1,"	M0540064PI274079017",,,,,,,,0.2006
0.1863,UD8_1,"	M0540064PI274079012",,,,,,,,0.2006
0.1996,UD8_1,"	M0540064PI274079010",,,,,,,,0.2006
0.1653,UD8_1,"	M0540064PI274079009",,,,,,,,0.2005
0.1838,UD8_1,"	M0540064PI27407901K",,,,,,,,0.2005
0.1628,UD8_1,"	M0540064PI274079008",,,,,,,,0.2005
0.1869,UD8_1,"	M0540064PI274079007",,,,,,,,0.2005
0.1614,UD8_1,"	M0540064PI274079016",,,,,,,,0.2005
0.1936,UD8_1,"	M0540064PI274079003",,,,,,,,0.2005
0.1886,UD8_1,"	M0540064PI274079011",,,,,,,,0.2005
0.1875,UD8_1,"	M0540064PI27407900E",,,,,,,,0.2005
0.1762,UD8_1,"	M0540064PI27407900N",,,,,,,,0.2004
0.1779,UD8_1,"	M0540064PI274079033",,,,,,,,0.2004
0.1946,UD8_1,"	M0540064PI27407902X",,,,,,,,0.2004
0.1742,UD8_1,"	M0540064PI27407902U",,,,,,,,0.2004
0.1858,UD8_1,"	M0540064PI27407902N",,,,,,,,0.2004
0.1805,UD8_1,"	M0540064PI27407901X",,,,,,,,0.2004
0.1928,UD8_1,"	M0540064PI27407901W",,,,,,,,0.2004
0.1661,UD8_1,"	M0540064PI274079028",,,,,,,,0.2003
0.1946,UD8_1,"	M0540064PI27407901V",,,,,,,,0.2003
0.1873,UD8_1,"	M0540064PI274079019",,,,,,,,0.2003
0.1425,UD8_1,"	M0540064PI27407901M",,,,,,,,0.2003
0.1861,UD8_1,"	M0540064PI27407901P",,,,,,,,0.2002
0.1832,UD8_1,"	M0540064PI27407901U",,,,,,,,0.2002
0.1837,UD8_1,"	M0540064PI274079020",,,,,,,,0.2002
0.172,UD8_1,"	M0540064PI27407900S",,,,,,,,0.2002
0.1772,UD8_1,"	M0540064PI27407900V",,,,,,,,0.2002
0.1713,UD8_1,"	M0540064PI27407901L",,,,,,,,0.2002
0.1681,UD8_1,"	M0540064PI274079023",,,,,,,,0.2001
0.1894,UD8_1,"	M0540064PI27407901N",,,,,,,,0.2001
0.1997,UD8_1,"	M0540064PI27407901J",,,,,,,,0.2001
0.1629,UD8_1,"	M0540064PI27407901R",,,,,,,,0.2001
0.1609,UD8_1,"	M0540064PI27407902T",,,,,,,,0.2001
0.2014,UD8_1,"	M0540064PI274079025",,,,,,,,0.2001
0.1862,UD8_1,"	M0540064PI27407902S",,,,,,,,0.2
0.1857,UD8_1,"	M0540064PI27407902M",,,,,,,,0.2
0.1994,UD8_1,"	M0540064PI27407904D",,,,,,,,0.2
0.1661,UD8_1,"	M0540064PI27407903Z",,,,,,,,0.1999
0.1877,UD8_1,"	M0540064PI274079029",,,,,,,,0.1999
0.1879,UD8_1,"	M0540064PI27407901C",,,,,,,,0.1999
0.1838,UD8_1,"	M0540064PI274079036",,,,,,,,0.1999
0.1837,UD8_1,"	M0540064PI274079049",,,,,,,,0.1999
0.1975,UD8_1,"	M0540064PI27407904E",,,,,,,,0.1998
0.1817,UD8_1,"	M0540064PI27407904B",,,,,,,,0.1998
0.1865,UD8_1,"	M0540064PI27407903P",,,,,,,,0.1998
0.1774,UD8_1,"	M0540064PI27407902E",,,,,,,,0.1998
0.1889,UD8_1,"	M0540064PI27407902C",,,,,,,,0.1998
0.1787,UD8_1,"	M0540064PI27407902D",,,,,,,,0.1998
0.1723,UD8_1,"	M0540064PI27407902A",,,,,,,,0.1998
0.2,UD8_1,"	M0540064PI27407904J",,,,,,,,0.1998
0.1766,UD8_1,"	M0540064PI274079021",,,,,,,,0.1997
0.187,UD8_1,"	M0540064PI27407904K",,,,,,,,0.1997
0.1826,UD8_1,"	M0540064PI27407904M",,,,,,,,0.1997
0.195,UD8_1,"	M0540064PI27407904N",,,,,,,,0.1997
0.1865,UD8_1,"	M0540064PI27407904G",,,,,,,,0.1997
0.1859,UD8_1,"	M0540064PI27407904H",,,,,,,,0.1997
0.1755,UD8_1,"	M0540064PI27407900J",,,,,,,,0.1996
0.1797,UD8_1,"	M0540064PI27407901D",,,,,,,,0.1996
0.1719,UD8_1,"	M0540064PI274079022",,,,,,,,0.1995
0.1719,UD8_1,"	M0540064PI274079026",,,,,,,,0.1995
0.1942,UD8_1,"	M0540064PI274079045",,,,,,,,0.1995
0.1892,UD8_1,"	M0540064PI27407904C",,,,,,,,0.1995
0.1553,UD8_1,"	M0540064PI27407904A",,,,,,,,0.1995
0.1833,UD8_1,"	M0540064PI27407902K",,,,,,,,0.1995
0.1873,UD8_1,"	M0540064PI27407902L",,,,,,,,0.1995
0.1706,UD8_1,"	M0540064PI27407902J",,,,,,,,0.1995
0.181,UD8_1,"	M0540064PI27407902V",,,,,,,,0.1995
0.1741,UD8_1,"	M0540064PI27407904F",,,,,,,,0.1995
0.1632,UD8_1,"	M0540064PI274079048",,,,,,,,0.1994
0.2041,UD8_1,"	M0540064PI274079042",,,,,,,,0.1994
0.18,UD8_1,"	M0540064PI274079040",,,,,,,,0.1994
0.1848,UD8_1,"	M0540064PI274079047",,,,,,,,0.1994
0.1829,UD8_1,"	M0540064PI274079043",,,,,,,,0.1994
0.1916,UD8_1,"	M0540064PI27407903Y",,,,,,,,0.1994
0.1784,UD8_1,"	M0540064PI274079046",,,,,,,,0.1994
0.1849,UD8_1,"	M0540064PI27407903U",,,,,,,,0.1993
0.1805,UD8_1,"	M0540064PI27407903R",,,,,,,,0.1993
0.1907,UD8_1,"	M0540064PI27407901Z",,,,,,,,0.1993
0.1885,UD8_1,"	M0540064PI27407903K",,,,,,,,0.1993
0.1933,UD8_1,"	M0540064PI27407903C",,,,,,,,0.1993
0.1911,UD8_1,"	M0540064PI27407903F",,,,,,,,0.1993
0.2055,UD8_1,"	M0540064PI27407903D",,,,,,,,0.1992
0.1856,UD8_1,"	M0540064PI27407902R",,,,,,,,0.1992
0.1518,UD8_1,"	M0540064PI274079044",,,,,,,,0.1992
0.162,UD8_1,"	M0540064PI27407901S",,,,,,,,0.1992
0.1588,UD8_1,"	M0540064PI27407900A",,,,,,,,0.1992
0.1874,UD8_1,"	M0540064PI27407902Y",,,,,,,,0.1992
0.1865,UD8_1,"	M0540064PI27407900F",,,,,,,,0.1992
0.1638,UD8_1,"	M0540064PI27407901E",,,,,,,,0.1992
0.1911,UD8_1,"	M0540064PI27407901F",,,,,,,,0.1991
0.1811,UD8_1,"	M0540064PI27407900W",,,,,,,,0.1991
0.1712,UD8_1,"	M0540064PI27407900Y",,,,,,,,0.1991
0.1887,UD8_1,"	M0540064PI27407900D",,,,,,,,0.1991
0.1887,UD8_1,"	M0540064PI27407901G",,,,,,,,0.1991
0.1874,UD8_1,"	M0540064PI27407900B",,,,,,,,0.1991
0.1972,UD8_1,"	M0540064PI27407900C",,,,,,,,0.199
0.1865,UD8_1,"	M0540064PI274079001",,,,,,,,0.199
0.1939,UD8_1,"	M0540064PI27407900Z",,,,,,,,0.199
0.1718,UD8_1,"	M0540064PI274079013",,,,,,,,0.199
0.1703,UD8_1,"	M0540064PI27407900H",,,,,,,,0.199
0.184,UD8_1,"	M0540064PI274079017",,,,,,,,0.199
0.1678,UD8_1,"	M0540064PI274079012",,,,,,,,0.199
0.1901,UD8_1,"	M0540064PI274079010",,,,,,,,0.199
0.1747,UD8_1,"	M0540064PI274079009",,,,,,,,0.199
0.1935,UD8_1,"	M0540064PI27407901K",,,,,,,,0.1989
0.1809,UD8_1,"	M0540064PI274079008",,,,,,,,0.1989
0.1834,UD8_1,"	M0540064PI274079007",,,,,,,,0.1989
0.189,UD8_1,"	M0540064PI274079016",,,,,,,,0.1989
0.2005,UD8_1,"	M0540064PI274079003",,,,,,,,0.1989
0.1912,UD8_1,"	M0540064PI274079011",,,,,,,,0.1989
0.1844,UD8_1,"	M0540064PI27407900E",,,,,,,,0.1989
0.1818,UD8_1,"	M0540064PI27407900N",,,,,,,,0.1989
0.1593,UD8_1,"	M0540064PI274079033",,,,,,,,0.1988
0.1923,UD8_1,"	M0540064PI27407902X",,,,,,,,0.1988
0.1834,UD8_1,"	M0540064PI27407902U",,,,,,,,0.1988
0.1954,UD8_1,"	M0540064PI27407902N",,,,,,,,0.1988
0.1862,UD8_1,"	M0540064PI27407901X",,,,,,,,0.1988
0.2034,UD8_1,"	M0540064PI27407901W",,,,,,,,0.1988
0.1878,UD8_1,"	M0540064PI274079028",,,,,,,,0.1987
0.1785,UD8_1,"	M0540064PI27407901V",,,,,,,,0.1987
0.1806,UD8_1,"	M0540064PI274079019",,,,,,,,0.1987
0.1347,UD8_1,"	M0540064PI27407901M",,,,,,,,0.1987
0.1865,UD8_1,"	M0540064PI27407901P",,,,,,,,0.1986
0.1822,UD8_1,"	M0540064PI27407901U",,,,,,,,0.1986
0.1941,UD8_1,"	M0540064PI274079020",,,,,,,,0.1986
0.1853,UD8_1,"	M0540064PI27407900S",,,,,,,,0.1986
